Met_station,Met_station_name,Met_Lat,Met_long,Met_elevation,Date (Local),Average daily wind speed,Precipitation,Snowfall,Snow depth,Temperature Average,Maximum temperature,Minimum temperature,Direction of fastest 2-minute wind,Direction of fastest 5-second wind,Fastest 2-minute wind speed,Fastest 5-second wind speed
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-01,10.29,0.0,0.0,0.0,49.0,71,35,220,210.0,36.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-02,12.08,0.0,0.0,0.0,57.0,65,43,220,210.0,28.0,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-03,10.74,0.01,0.0,0.0,45.0,56,33,350,350.0,32.0,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-04,6.26,0.0,0.0,0.0,41.0,56,28,160,180.0,14.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-05,8.28,0.0,0.0,0.0,47.0,62,30,150,160.0,17.0,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-06,6.04,0.0,0.0,0.0,45.0,64,29,150,150.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-07,10.51,0.0,0.0,0.0,52.0,67,33,350,360.0,23.0,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-08,8.95,0.0,0.0,0.0,46.0,58,30,350,360.0,21.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-09,5.37,0.0,0.0,0.0,50.0,64,42,220,220.0,17.0,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-10,17.22,0.04,0.2,0.0,49.0,70,16,20,10.0,46.1,55.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-11,9.17,0.04,2.5,1.2,16.0,16,9,150,150.0,14.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-12,8.5,0.02,0.6,3.1,8.0,9,0,50,40.0,16.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-13,7.16,0.0,0.0,3.1,1.0,7,-4,150,150.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-14,5.14,0.0,0.0,2.0,13.0,34,3,230,230.0,15.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-15,7.83,0.07,2.0,2.0,29.0,46,10,350,340.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-16,5.14,0.01,0.5,3.1,16.0,32,3,190,190.0,14.1,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-17,4.7,0.0,0.0,3.1,23.0,37,9,160,210.0,13.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-18,7.38,0.0,0.0,3.1,29.0,52,13,310,320.0,28.0,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-19,6.04,0.0,0.0,0.0,39.0,47,26,20,140.0,14.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-20,6.71,0.0,0.0,0.0,37.0,53,26,140,140.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-21,6.93,0.0,0.0,0.0,38.0,55,24,20,140.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-22,10.96,0.0,0.0,0.0,39.0,61,23,310,300.0,30.0,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-23,12.3,0.07,1.0,0.0,40.0,48,20,20,10.0,29.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-24,15.43,0.0,0.3,1.2,30.0,40,16,360,360.0,35.1,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-25,12.3,0.0,0.0,0.0,29.0,50,15,310,320.0,32.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-26,6.04,0.0,0.0,0.0,32.0,39,21,10,10.0,23.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-27,8.72,0.0,0.0,0.0,42.0,66,21,300,290.0,31.1,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-28,6.49,0.0,0.0,0.0,53.0,69,37,320,320.0,16.1,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-29,8.95,0.0,0.0,0.0,54.0,69,38,240,230.0,28.0,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-11-30,10.96,0.0,0.0,0.0,47.0,61,17,210,210.0,31.1,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-01,8.28,0.02,0.0,0.0,20.0,30,15,160,150.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-02,5.59,0.0,0.0,0.0,38.0,58,24,200,160.0,17.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-03,10.07,0.0,0.0,0.0,38.0,47,22,160,160.0,23.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-04,6.26,0.0,0.0,0.0,37.0,51,22,150,150.0,16.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-05,7.61,0.0,0.0,0.0,44.0,58,30,60,10.0,15.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-06,6.71,0.0,0.0,0.0,36.0,42,29,360,360.0,14.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-07,6.93,0.0,0.0,0.0,42.0,58,27,340,340.0,13.0,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-08,5.59,0.0,0.0,0.0,38.0,57,25,40,90.0,13.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-09,4.92,0.0,0.0,0.0,36.0,55,22,30,30.0,15.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-10,6.71,0.0,0.0,0.0,42.0,60,26,160,160.0,14.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-11,5.82,0.0,0.0,0.0,42.0,61,26,30,30.0,14.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-12,6.71,0.0,0.0,0.0,40.0,60,26,150,150.0,14.1,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-13,5.14,0.0,0.0,0.0,40.0,56,29,10,20.0,13.0,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-14,20.58,0.01,0.0,0.0,36.0,43,30,340,340.0,36.0,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-15,5.82,0.0,0.0,0.0,31.0,46,19,20,10.0,21.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-16,4.7,0.0,0.0,0.0,26.0,35,17,10,170.0,8.9,12.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-17,4.03,0.01,0.3,0.0,30.0,42,19,150,150.0,15.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-18,6.04,0.0,0.0,0.0,32.0,42,24,150,130.0,15.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-19,5.59,0.0,0.0,0.0,32.0,44,18,340,330.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-20,5.37,0.0,0.0,0.0,34.0,52,21,160,150.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-21,10.96,0.02,0.0,0.0,36.0,52,23,300,300.0,32.0,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-22,10.29,0.03,0.1,0.0,35.0,38,25,10,10.0,21.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-23,17.0,0.0,0.2,0.0,27.0,33,15,340,340.0,40.9,53.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-24,5.14,0.0,0.0,0.0,24.0,42,10,150,50.0,13.0,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-25,14.32,0.0,0.0,0.0,38.0,56,22,340,280.0,32.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-26,10.29,0.01,0.8,0.0,22.0,24,14,330,320.0,23.0,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-27,5.82,0.0,0.0,1.2,17.0,28,5,170,200.0,15.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-28,8.72,0.0,0.0,0.0,23.0,45,8,300,290.0,28.0,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-29,16.55,0.06,2.2,0.0,19.0,22,4,340,350.0,29.1,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-30,6.04,0.0,0.1,1.2,3.0,5,-8,180,360.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2014-12-31,4.03,0.0,0.0,1.2,5.0,32,-11,150,160.0,12.1,13.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-01,8.5,0.09,2.0,0.0,14.0,24,2,350,10.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-02,5.82,0.0,0.0,2.0,23.0,36,12,10,10.0,16.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-03,13.2,0.0,0.0,2.0,26.0,41,9,360,360.0,36.0,42.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-04,3.36,0.0,0.0,1.2,14.0,30,3,50,40.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-05,9.62,0.0,0.0,0.0,33.0,61,19,290,300.0,33.1,46.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-06,5.37,0.0,0.0,0.0,42.0,56,25,60,60.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-07,10.74,0.01,0.3,0.0,26.0,37,14,170,170.0,23.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-08,12.75,0.0,0.0,0.0,36.0,59,14,50,310.0,29.1,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-09,8.05,0.01,0.1,0.0,23.0,23,19,50,50.0,19.9,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-10,8.28,0.0,0.0,0.0,33.0,54,21,160,160.0,16.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-11,8.95,0.43,5.0,0.0,39.0,54,25,50,50.0,23.9,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-12,8.28,0.03,1.5,5.9,27.0,29,18,150,150.0,16.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-13,7.16,0.0,0.0,7.1,22.0,32,18,330,320.0,23.9,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-14,4.7,0.0,0.0,7.1,26.0,29,18,350,340.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-15,6.71,0.0,0.0,3.9,29.0,47,20,350,350.0,15.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-16,9.84,0.0,0.0,0.0,36.0,54,24,340,340.0,32.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-17,12.3,0.0,0.0,0.0,45.0,51,24,300,350.0,35.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-18,9.62,0.0,0.0,0.0,42.0,58,25,300,290.0,30.0,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-19,12.53,0.0,0.0,0.0,50.0,57,33,310,300.0,32.0,42.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-20,6.04,0.0,0.0,0.0,33.0,34,28,150,150.0,14.1,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-21,6.93,0.23,4.6,1.2,27.0,30,10,50,50.0,16.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-22,5.14,0.0,0.0,5.1,17.0,27,2,20,10.0,13.0,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-23,11.41,0.0,0.0,3.1,27.0,45,14,10,20.0,23.9,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-24,9.17,0.0,0.0,0.0,37.0,54,23,40,30.0,25.9,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-25,5.59,0.0,0.0,0.0,39.0,53,27,20,20.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-26,6.04,0.0,0.0,0.0,45.0,66,33,20,140.0,12.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-27,9.17,0.0,0.0,0.0,49.0,67,35,30,160.0,17.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-28,15.43,0.0,0.0,0.0,51.0,59,37,290,300.0,33.1,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-29,9.62,0.0,0.0,0.0,39.0,45,32,170,160.0,21.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-30,5.82,0.0,0.0,0.0,34.0,42,27,340,340.0,19.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-01-31,4.92,0.07,0.0,0.0,36.0,39,30,350,,13.0,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-01,11.18,0.0,0.0,0.0,29.0,31,19,350,360.0,23.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-02,7.83,0.0,0.0,0.0,33.0,55,17,130,140.0,17.0,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-03,7.38,0.0,0.0,0.0,43.0,60,28,200,140.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-04,12.08,0.0,0.0,0.0,38.0,48,22,10,360.0,36.0,42.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-05,6.49,0.0,0.0,0.0,35.0,66,22,290,290.0,17.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-06,7.61,0.0,0.0,0.0,54.0,72,35,80,180.0,17.0,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-07,12.08,0.0,0.0,0.0,58.0,74,42,280,300.0,25.9,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-08,8.28,0.0,0.0,0.0,56.0,66,34,320,330.0,25.9,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-09,8.5,0.0,0.0,0.0,47.0,64,30,290,290.0,21.9,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-10,12.53,0.29,0.0,0.0,51.0,61,36,350,350.0,38.0,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-11,8.28,0.11,0.5,1.2,38.0,44,28,20,340.0,21.9,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-12,5.37,0.0,0.0,0.0,36.0,54,23,10,20.0,10.1,11.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-13,5.82,0.0,0.0,0.0,43.0,58,32,160,160.0,15.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-14,6.71,0.0,0.0,0.0,46.0,66,30,160,150.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-15,12.08,0.13,2.0,0.0,38.0,43,27,350,360.0,36.9,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-16,7.38,0.12,1.7,3.1,27.0,29,18,20,20.0,19.9,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-17,6.49,0.0,0.0,3.9,22.0,30,11,200,200.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-18,4.92,0.0,0.0,1.2,26.0,43,16,170,190.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-19,8.5,0.0,0.0,1.2,44.0,65,23,330,300.0,31.1,40.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-20,14.32,0.0,0.0,0.0,45.0,61,29,360,350.0,38.0,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-21,11.41,0.31,5.0,0.0,31.0,31,16,330,330.0,31.1,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-22,10.51,0.24,2.5,5.9,15.0,16,5,350,350.0,17.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-23,6.49,0.05,1.5,7.1,7.0,24,4,150,160.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-24,6.93,0.0,0.0,7.1,22.0,35,12,360,310.0,16.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-25,13.2,0.01,0.1,3.1,30.0,43,17,20,20.0,28.0,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-26,12.08,0.15,1.5,3.1,18.0,20,8,10,10.0,23.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-27,8.5,0.04,1.8,5.1,8.0,11,5,140,150.0,17.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-02-28,4.47,0.0,0.0,7.1,9.0,20,-3,150,160.0,12.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-01,6.26,0.02,0.3,3.9,18.0,31,10,190,160.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-02,6.71,0.0,0.0,2.0,23.0,38,20,240,270.0,19.9,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-03,13.87,0.03,0.3,2.0,31.0,45,21,250,240.0,33.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-04,8.05,0.08,3.3,3.9,17.0,21,8,20,120.0,17.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-05,6.49,0.0,0.0,5.1,15.0,37,-2,20,20.0,14.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-06,7.16,0.0,0.0,3.1,33.0,50,19,30,130.0,13.0,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-07,10.96,0.0,0.0,3.1,38.0,52,26,160,160.0,25.9,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-08,10.51,0.0,0.0,1.2,41.0,51,32,20,340.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-09,6.04,0.0,0.0,0.0,41.0,56,25,130,120.0,15.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-10,10.74,0.0,0.0,0.0,45.0,62,31,350,20.0,23.0,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-11,7.83,0.0,0.0,0.0,46.0,65,30,180,150.0,21.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-12,11.18,0.0,0.0,0.0,51.0,64,39,10,10.0,23.0,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-13,13.87,0.0,0.0,0.0,48.0,56,38,10,330.0,25.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-14,8.72,0.0,0.0,0.0,46.0,62,28,160,140.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-15,6.71,0.0,0.0,0.0,51.0,74,31,150,140.0,18.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-16,11.86,0.0,0.0,0.0,59.0,80,37,360,360.0,25.1,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-17,11.86,0.0,0.0,0.0,45.0,46,36,50,50.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-18,6.49,0.2,0.0,0.0,43.0,63,32,290,300.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-19,11.63,0.44,0.0,0.0,44.0,46,31,350,340.0,25.1,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-20,5.82,0.0,0.0,0.0,43.0,61,30,160,170.0,15.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2015-03-21,6.93,0.0,0.0,0.0,47.0,64,31,130,110.0,15.0,21.0
