Met_station,Met_station_name,Met_Lat,Met_long,Met_elevation,Date (Local),Average daily wind speed,Precipitation,Snowfall,Snow depth,Temperature Average,Maximum temperature,Minimum temperature,Direction of fastest 2-minute wind,Direction of fastest 5-second wind,Fastest 2-minute wind speed,Fastest 5-second wind speed
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-07-28,11.18,1.17,0.0,0.0,75.0,91,59,180,180.0,40.9,55.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-07-29,6.93,0.0,0.0,0.0,68.0,78,58,160,140.0,18.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-07-30,8.05,0.01,0.0,0.0,71.0,87,60,110,200.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-07-31,10.96,0.0,0.0,0.0,76.0,92,59,10,330.0,23.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-01,9.62,0.0,0.0,0.0,78.0,92,63,20,50.0,23.9,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-02,11.18,0.0,0.0,0.0,76.0,89,64,110,120.0,31.1,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-03,7.16,0.0,0.0,0.0,73.0,87,60,140,140.0,17.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-04,14.99,0.01,0.0,0.0,72.0,75,59,350,340.0,35.1,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-05,8.95,0.01,0.0,0.0,64.0,76,57,140,160.0,23.9,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-06,7.61,0.28,0.0,0.0,67.0,80,60,20,20.0,23.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-07,8.5,0.06,0.0,0.0,69.0,83,57,170,170.0,18.1,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-08,5.59,0.04,0.0,0.0,71.0,87,59,340,340.0,29.1,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-09,9.17,0.01,0.0,0.0,72.0,90,56,310,310.0,28.0,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-10,6.26,0.0,0.0,0.0,75.0,91,59,170,190.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-11,9.84,0.13,0.0,0.0,76.0,88,61,20,20.0,25.1,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-12,7.61,0.13,0.0,0.0,69.0,80,56,150,150.0,21.0,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-13,7.16,0.08,0.0,0.0,69.0,85,55,160,160.0,32.0,40.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-14,9.17,0.0,0.0,0.0,69.0,83,55,160,150.0,19.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-15,9.4,0.0,0.0,0.0,73.0,92,56,350,10.0,28.0,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-16,8.05,0.0,0.0,0.0,73.0,87,56,70,80.0,25.1,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-17,6.93,0.0,0.0,0.0,68.0,85,55,200,200.0,23.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-18,10.29,0.0,0.0,0.0,69.0,88,53,320,320.0,25.9,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-19,10.51,0.2,0.0,0.0,67.0,78,49,10,10.0,42.9,51.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-20,7.61,0.0,0.0,0.0,56.0,69,49,180,170.0,16.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-21,7.16,0.0,0.0,0.0,65.0,81,50,150,150.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-22,8.05,0.0,0.0,0.0,71.0,86,57,320,320.0,28.0,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-23,11.18,0.0,0.0,0.0,72.0,85,58,130,140.0,45.0,63.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-24,8.05,0.01,0.0,0.0,63.0,68,53,120,350.0,21.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-25,6.71,0.0,0.0,0.0,57.0,73,43,310,310.0,29.1,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-26,6.26,0.0,0.0,0.0,59.0,75,52,280,280.0,17.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-27,5.59,0.0,0.0,0.0,67.0,82,51,80,90.0,17.0,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-28,9.62,0.74,0.0,0.0,69.0,82,55,340,340.0,23.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-29,10.51,0.73,0.0,0.0,62.0,74,54,350,310.0,25.9,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-30,4.47,0.0,0.0,0.0,62.0,76,52,70,80.0,19.9,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-08-31,5.82,0.0,0.0,0.0,64.0,77,52,90,80.0,19.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-01,7.61,0.0,0.0,0.0,63.0,74,57,180,180.0,16.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-02,6.49,0.0,0.0,0.0,66.0,78,58,180,180.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-03,5.37,0.0,0.0,0.0,71.0,85,57,340,330.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-04,9.62,0.0,0.0,0.0,71.0,85,55,210,220.0,31.1,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-05,10.07,0.0,0.0,0.0,71.0,87,53,140,140.0,25.1,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-06,9.84,0.01,0.0,0.0,71.0,85,52,170,180.0,25.9,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-07,8.28,0.0,0.0,0.0,70.0,83,57,130,140.0,17.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-08,7.38,0.0,0.0,0.0,70.0,84,54,150,140.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-09,11.86,0.0,0.0,0.0,68.0,80,46,30,30.0,33.1,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-10,12.53,0.0,0.0,0.0,57.0,75,44,170,180.0,25.1,34.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-11,5.59,0.0,0.0,0.0,70.0,88,52,220,220.0,21.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-12,10.51,0.04,0.0,0.0,72.0,82,56,300,290.0,29.1,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-13,8.72,0.0,0.0,0.0,55.0,65,49,160,160.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-14,11.86,0.0,0.0,0.0,58.0,75,50,170,150.0,23.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-15,10.74,0.0,0.0,0.0,65.0,82,51,20,20.0,36.0,42.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-16,8.5,0.0,0.0,0.0,60.0,71,45,160,170.0,21.9,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-17,4.92,0.0,0.0,0.0,63.0,79,45,30,230.0,13.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-18,4.92,0.0,0.0,0.0,65.0,86,47,120,120.0,15.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-19,8.28,0.0,0.0,0.0,72.0,87,55,110,150.0,17.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-20,7.83,0.0,0.0,0.0,73.0,90,56,240,230.0,38.0,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-21,8.5,0.0,0.0,0.0,74.0,83,58,260,240.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-22,12.75,0.0,0.0,0.0,69.0,86,53,140,140.0,28.0,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-23,16.11,0.0,0.0,0.0,71.0,85,50,180,150.0,40.0,53.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-24,9.4,0.0,0.0,0.0,58.0,71,41,310,320.0,23.9,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-25,8.28,0.0,0.0,0.0,55.0,66,46,350,360.0,16.1,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-26,5.14,0.0,0.0,0.0,57.0,76,37,150,150.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-27,5.82,0.0,0.0,0.0,60.0,79,43,150,150.0,14.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-28,8.28,0.0,0.0,0.0,65.0,80,51,130,160.0,19.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-29,8.5,0.0,0.0,0.0,62.0,79,43,170,140.0,23.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-09-30,9.4,0.11,0.0,0.0,63.0,77,49,10,20.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-01,7.83,0.0,0.0,0.0,62.0,75,50,350,320.0,25.9,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-02,8.28,0.0,0.0,0.0,63.0,81,48,170,160.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-03,19.69,0.0,0.0,0.0,65.0,78,52,210,210.0,38.9,53.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-04,7.61,0.0,0.0,0.0,57.0,67,42,310,190.0,21.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-05,9.62,0.0,0.0,0.0,51.0,68,35,170,180.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-06,12.3,0.0,0.0,0.0,51.0,60,33,320,320.0,30.0,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-07,9.62,0.0,0.0,0.0,45.0,62,30,170,170.0,21.9,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-08,8.05,0.0,0.0,0.0,54.0,74,36,110,120.0,21.9,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-09,7.83,0.0,0.0,0.0,56.0,73,39,170,140.0,15.0,21.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-10,9.17,0.0,0.0,0.0,62.0,79,49,310,330.0,21.0,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-11,9.62,0.0,0.0,0.0,64.0,77,50,240,220.0,31.1,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-12,8.95,0.0,0.0,0.0,49.0,54,40,350,350.0,25.1,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-13,5.14,0.0,0.0,0.0,52.0,75,37,180,120.0,15.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-14,8.95,0.0,0.0,0.0,61.0,84,42,210,220.0,25.9,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-15,6.93,0.0,0.0,0.0,71.0,86,51,240,270.0,29.1,38.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-16,11.41,0.0,0.0,0.0,68.0,86,49,240,250.0,32.0,36.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-17,17.45,0.0,0.0,0.0,68.0,86,44,220,220.0,36.9,55.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-18,14.09,0.0,0.0,0.0,50.0,59,41,180,150.0,25.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-19,10.96,0.0,0.0,0.0,48.0,58,40,340,350.0,36.0,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-20,8.28,0.0,0.0,0.0,45.0,58,31,180,170.0,21.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-21,7.38,0.0,0.0,0.0,54.0,78,32,130,160.0,16.1,29.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-22,6.04,0.0,0.0,0.0,61.0,83,38,310,310.0,16.1,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-23,9.4,0.0,0.0,0.0,61.0,72,44,150,150.0,19.9,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-24,8.05,0.0,0.0,0.0,56.0,73,40,140,140.0,19.9,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-25,6.49,0.0,0.0,0.0,61.0,77,49,340,340.0,23.0,31.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-26,8.05,0.0,0.0,0.0,56.0,69,41,170,150.0,18.1,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-27,8.28,0.0,0.0,0.0,58.0,78,40,150,160.0,16.1,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-28,7.61,0.0,0.0,0.0,65.0,81,50,130,130.0,17.0,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-29,8.5,0.0,0.0,0.0,66.0,81,51,300,300.0,19.9,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-30,8.28,0.0,0.0,0.0,56.0,70,41,150,140.0,17.0,23.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-10-31,10.96,0.0,0.0,0.0,66.0,80,47,170,170.0,23.9,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-01,10.51,0.0,0.0,0.0,54.0,63,43,150,150.0,23.0,27.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-02,12.3,0.0,0.0,0.0,52.0,64,38,350,350.0,35.1,45.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-03,6.71,0.0,0.0,0.0,49.0,66,33,170,200.0,18.1,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-04,8.72,0.0,0.0,0.0,50.0,66,38,160,160.0,19.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-05,6.71,0.0,0.0,0.0,50.0,64,37,160,160.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-06,6.93,0.0,0.0,0.0,51.0,69,37,30,30.0,14.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-07,12.75,0.0,0.0,0.0,52.0,64,35,350,350.0,29.1,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-08,5.82,0.0,0.0,0.0,47.0,61,31,180,140.0,13.0,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-09,6.71,0.0,0.0,0.0,45.0,65,28,160,160.0,16.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-10,13.87,0.0,0.0,0.0,51.0,69,34,360,360.0,25.1,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-11,7.83,0.0,0.0,0.0,45.0,54,31,160,170.0,16.1,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-12,6.93,0.0,0.0,0.0,42.0,60,27,150,180.0,15.0,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-13,8.95,0.0,0.0,0.0,51.0,66,36,300,300.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-14,5.59,0.0,0.0,0.0,50.0,69,33,30,30.0,14.1,15.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-15,6.93,0.0,0.0,0.0,59.0,76,41,140,120.0,15.0,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-16,12.53,0.0,0.0,0.0,58.0,78,41,210,200.0,29.1,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-17,12.75,0.01,0.0,0.0,48.0,60,27,350,350.0,28.0,35.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-18,8.95,0.0,0.0,0.0,29.0,40,19,360,350.0,21.0,25.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-19,4.47,0.0,0.0,0.0,30.0,50,17,340,140.0,12.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-20,7.61,0.0,0.0,0.0,52.0,70,38,120,120.0,21.0,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-21,8.05,0.0,0.0,0.0,49.0,65,36,340,310.0,28.0,33.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-22,18.79,0.06,0.0,0.0,44.0,49,31,350,360.0,33.1,44.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-23,7.83,0.0,0.0,0.0,37.0,46,28,160,170.0,19.9,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-24,11.41,0.0,0.0,0.0,39.0,50,22,340,310.0,28.0,36.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-25,6.71,0.0,0.0,0.0,34.0,54,17,170,150.0,14.1,17.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-26,7.38,0.0,0.0,0.0,40.0,60,25,10,160.0,16.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-27,15.21,0.0,0.0,0.0,43.0,52,33,290,290.0,40.0,53.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-28,9.4,0.0,0.0,0.0,39.0,45,22,290,290.0,30.0,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-29,9.17,0.0,0.0,0.0,31.0,41,20,20,20.0,21.9,25.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-11-30,5.82,0.0,0.0,0.0,26.0,39,10,20,170.0,14.1,16.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-01,3.8,0.0,0.0,0.0,25.0,39,14,160,160.0,10.1,14.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-02,6.93,0.03,0.2,0.0,23.0,31,15,130,140.0,17.0,19.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-03,6.26,0.0,0.0,0.0,28.0,43,18,160,160.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-04,6.26,0.0,0.0,0.0,28.0,46,12,150,140.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-05,14.54,0.0,0.0,0.0,40.0,57,15,250,290.0,33.1,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-06,12.3,0.01,0.1,0.0,19.0,24,10,150,150.0,25.1,32.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-07,6.93,0.04,0.8,0.0,15.0,21,6,360,10.0,21.0,23.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-08,7.61,0.05,1.3,1.2,9.0,13,7,170,180.0,18.1,21.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-09,5.37,0.0,0.0,2.0,22.0,51,2,20,360.0,15.0,19.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-10,8.95,0.0,0.0,0.0,38.0,64,22,330,360.0,28.0,38.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-11,10.29,0.0,0.0,0.0,42.0,50,21,160,160.0,23.0,28.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-12,10.29,0.0,0.0,0.0,35.0,54,19,280,270.0,31.1,40.9
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-13,6.04,0.0,0.0,0.0,28.0,36,14,140,140.0,14.1,18.1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-14,9.84,0.0,0.0,0.0,26.0,41,11,170,160.0,25.9,30.0
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-12-15,6.71,0.0,0.0,0.0,23.0,63,7,330,330.0,25.1,33.1
