STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT18,WT19,WT22
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-09-30,12.97,,,0.00,0.0,0.0,,73,49,360,10,28.0,36.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-01,12.75,,,0.00,0.0,0.0,,68,46,350,350,25.9,32.0,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-02,5.59,,,0.00,0.0,0.0,,79,39,160,140,15.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-03,15.21,,,0.00,0.0,0.0,,83,38,30,360,38.9,47.0,,,,,,,,,,,1,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-04,9.84,,,0.00,0.0,0.0,,51,32,340,350,29.1,36.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-05,8.28,,,0.00,0.0,0.0,,42,32,140,150,21.0,23.9,,,,,,,,,,,,,1,1,1,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-06,8.28,,,0.02,0.0,0.0,,42,31,10,10,25.1,30.0,,1,,,,,,,,,,,1,1,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-07,6.26,,,0.00,0.0,0.0,,53,29,150,140,15.0,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-08,8.95,,,0.00,0.0,0.0,,68,28,310,300,23.0,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-09,10.29,,,0.00,0.0,0.0,,68,39,300,300,23.0,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-10,6.26,,,0.00,0.0,0.0,,62,39,170,350,14.1,17.9,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-11,8.05,,,0.00,0.0,0.0,,77,42,80,90,25.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-12,6.93,,,0.01,0.0,0.0,,62,34,130,130,23.0,25.9,,,1,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-13,12.30,,,0.00,0.0,0.0,,58,38,340,330,36.0,42.9,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-14,7.61,,,0.00,0.0,0.0,,64,40,360,150,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-15,5.59,,,0.00,0.0,0.0,,77,37,30,130,15.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-16,10.29,,,0.00,0.0,0.0,,78,45,200,190,29.1,36.0,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-17,14.32,,,0.00,0.0,0.0,,62,38,310,320,34.9,48.1,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-18,6.26,,,0.00,0.0,0.0,,58,30,170,160,16.1,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-19,7.16,,,0.00,0.0,0.0,,71,31,190,130,15.0,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-20,9.17,,,0.00,0.0,0.0,,79,43,210,210,25.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-21,9.17,,,0.00,0.0,0.0,,75,43,320,330,21.0,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-22,9.17,,,0.00,0.0,0.0,,70,36,160,170,29.1,34.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-23,13.20,,,0.00,0.0,0.0,,78,42,210,220,29.1,36.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-24,13.65,,,0.04,0.0,0.0,,59,32,350,360,38.9,51.0,,,,1,,,,,,,,,,,1,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-25,10.07,,,0.07,0.6,0.0,,35,25,340,330,29.1,38.9,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-26,10.07,,,0.00,0.0,0.0,,39,25,160,140,19.9,21.9,,1,,,,,,,,,,1,,,,1,,1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-27,6.93,,,0.00,0.0,0.0,,47,22,130,130,14.1,17.0,,1,,,,,,,,,,1,,,,,,1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-28,4.70,,,0.00,0.0,0.0,,54,24,10,360,10.1,12.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-29,6.49,,,0.00,0.0,0.0,,66,35,30,50,13.0,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-30,5.59,,,0.00,0.0,0.0,,67,38,170,180,14.1,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-10-31,6.71,,,0.00,0.0,0.0,,71,38,60,60,15.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-01,7.38,,,0.00,0.0,0.0,,69,35,10,10,17.0,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-02,8.50,,,0.00,0.0,0.0,,61,38,30,30,21.9,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-03,4.92,,,0.00,0.0,0.0,,56,31,160,150,13.0,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-04,6.04,,,0.00,0.0,0.0,,66,34,20,30,17.9,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-05,4.70,,,0.00,0.0,0.0,,60,30,30,30,12.1,13.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-06,7.38,,,0.00,0.0,0.0,,64,37,160,170,17.9,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-07,7.83,,,0.00,0.0,0.0,,71,33,170,170,17.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-08,10.07,,,0.00,0.0,0.0,,68,37,160,160,23.0,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-09,12.53,,,0.00,0.0,0.0,,68,38,230,230,36.9,44.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-10,20.13,,,0.00,0.0,0.0,,56,23,210,220,38.9,48.1,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-11,10.07,,,0.02,0.3,0.0,,30,19,320,330,25.1,34.9,1,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-12,6.93,,,0.00,0.0,0.0,,49,10,150,150,17.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-13,8.72,,,0.00,0.0,0.0,,56,26,40,10,23.0,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-14,5.14,,,0.00,0.0,0.0,,52,22,350,150,12.1,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-15,10.29,,,0.00,0.0,0.0,,49,31,10,280,21.0,33.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-16,4.92,,,0.00,0.0,0.0,,52,21,10,200,10.1,14.1,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-17,5.82,,,0.00,0.0,0.0,,65,32,160,150,21.9,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-18,6.04,,,0.00,0.0,0.0,,62,32,30,320,14.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-19,7.38,,,0.00,0.0,0.0,,59,32,320,320,23.0,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-20,6.93,,,0.00,0.0,0.0,,63,28,150,150,15.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-21,4.70,,,0.00,0.0,0.0,,71,33,30,310,14.1,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-22,9.40,,,0.00,0.0,0.0,,62,28,60,280,21.9,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-23,4.70,,,0.00,0.0,0.0,,45,19,190,180,13.0,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-24,8.05,,,0.00,0.0,0.0,,70,26,300,300,23.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-25,7.61,,,0.00,0.0,0.0,,58,31,350,350,21.0,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-26,9.62,,,0.00,0.0,0.0,,40,22,360,350,29.1,33.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-27,4.92,,,0.00,0.0,0.0,,55,20,20,20,15.0,16.1,,,,,,,,,,,,1,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-28,4.03,,,0.00,0.0,0.0,,54,22,320,320,13.0,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-29,5.82,,,0.00,0.0,0.0,,62,33,340,330,15.0,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-11-30,8.28,,,0.00,0.0,0.0,,63,31,180,190,21.0,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-01,10.29,,,0.00,0.0,0.0,,64,36,330,330,23.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-02,6.49,,,0.00,0.0,0.0,,62,32,60,60,21.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-03,10.74,,,0.00,0.0,0.0,,59,28,330,330,28.0,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-04,7.16,,,0.00,0.0,0.0,,52,22,30,130,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-05,7.61,,,0.00,0.0,0.0,,67,36,300,290,21.9,29.1,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-06,9.40,,,0.00,0.0,0.0,,50,26,130,130,21.9,25.9,,,,,,,,,,,,,,,1,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-07,7.16,,,0.00,0.0,0.0,,53,19,80,190,21.9,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-08,12.75,,,0.00,0.0,0.0,,55,18,50,50,30.0,38.0,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-09,11.18,,,0.12,3.3,3.0,,22,1,360,10,29.1,34.9,,,,,,,,1,,,,,,,,1,,1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-10,6.04,,,0.00,0.0,2.0,,37,-3,130,130,16.1,17.9,,,,,,,,,,,,1,,,,1,,1
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-11,5.59,,,0.00,0.0,2.0,,30,9,40,260,13.0,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-12,9.17,,,0.00,0.0,1.0,,56,19,250,240,34.9,40.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-13,5.82,,,0.00,0.0,0.0,,51,23,150,140,16.1,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-14,6.93,,,0.00,0.0,0.0,,42,22,350,340,16.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-15,5.82,,,0.00,0.0,0.0,,44,25,350,20,15.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-16,6.49,,,0.00,0.0,0.0,,45,24,310,290,17.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-17,8.50,,,0.00,0.0,0.0,,52,22,290,300,29.1,38.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-18,9.40,,,0.00,0.0,0.0,,49,22,150,150,29.1,34.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-19,19.91,,,0.02,0.2,0.0,,25,5,330,340,40.0,53.9,,,,,,,,,1,,,,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-20,5.59,,,0.00,0.0,0.0,,43,4,150,140,12.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-21,5.82,,,0.00,0.0,0.0,,50,21,30,360,14.1,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-22,6.71,,,0.00,0.0,0.0,,60,19,120,140,17.9,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-23,8.95,,,0.00,0.0,0.0,,53,19,330,310,36.0,45.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-24,7.83,,,0.08,0.6,0.0,,43,17,90,90,16.1,17.9,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-25,8.28,,,0.02,0.4,1.0,,22,11,340,350,23.0,29.1,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-26,4.03,,,0.00,0.3,0.0,,29,11,180,120,17.9,19.9,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-27,7.83,,,0.02,0.3,0.0,,32,15,150,150,17.0,21.9,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-28,3.58,,,0.00,0.2,1.0,,33,6,40,40,15.0,17.0,1,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-29,7.61,,,0.00,0.0,0.0,,35,2,140,150,15.0,17.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-30,7.83,,,0.00,0.0,0.0,,41,12,140,140,23.0,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2012-12-31,5.59,,,0.00,0.1,0.0,,26,12,140,130,14.1,16.1,1,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-01,4.03,,,0.00,0.1,0.0,,29,7,30,180,13.0,16.1,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-02,7.83,,,0.00,0.0,0.0,,33,7,30,30,17.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-03,4.70,,,0.00,0.0,0.0,,35,5,170,10,12.1,12.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-04,5.82,,,0.00,0.0,0.0,,50,11,140,140,15.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-05,10.51,,,0.00,0.0,0.0,,42,21,350,350,30.0,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-06,5.37,,,0.00,0.0,0.0,,44,9,10,20,13.0,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-07,6.71,,,0.00,0.0,0.0,,50,20,40,40,21.0,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-08,9.17,,,0.00,0.0,0.0,,54,20,280,290,33.1,42.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-09,6.71,,,0.00,0.0,0.0,,49,18,150,130,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-10,4.70,,,0.00,0.0,0.0,,44,14,240,240,17.9,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-11,17.00,,,0.00,0.0,0.0,,39,12,230,210,46.1,62.0,,,,,,,,,,,1,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-12,6.04,,,0.00,0.0,0.0,,18,6,120,120,16.1,19.9,,,,,,,,,,,,,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-13,4.70,,,0.00,0.0,0.0,,15,2,170,180,12.1,23.9,,,,,,,,1,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-14,4.92,,,0.01,0.3,0.0,,15,-1,80,80,12.1,14.1,,,,,,,,,,,,1,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-15,5.82,,,0.00,0.0,0.0,,30,-4,350,340,17.9,23.0,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-16,6.49,,,0.00,0.0,0.0,,52,21,330,360,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-17,4.92,,,0.00,0.0,0.0,,45,16,170,140,12.1,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-18,8.95,,,0.00,0.0,0.0,,56,19,340,150,16.1,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-19,9.40,,,0.00,0.0,0.0,,55,24,10,140,19.9,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-20,10.74,,,0.00,0.0,0.0,,53,21,360,360,25.1,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-21,5.59,,,0.00,0.0,0.0,,51,12,30,310,13.0,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-22,9.40,,,0.00,0.0,0.0,,65,26,290,280,23.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-23,6.04,,,0.00,0.0,0.0,,68,23,80,90,17.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-24,6.93,,,0.00,0.0,0.0,,66,28,300,280,25.1,33.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-25,6.49,,,0.00,0.0,0.0,,49,31,140,140,16.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-26,6.04,,,0.00,0.0,0.0,,54,30,150,150,14.1,17.0,,,,,,,,,,,,,,,,1,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-27,5.59,,,0.00,0.0,0.0,,61,29,250,240,23.9,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2013-01-28,14.76,,,0.00,0.0,0.0,,57,24,220,230,33.1,40.9,,,,,,,,,,,,,,,,,,
