STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT18,WT19,WT22
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-06,6.49,,,0.00,0.0,0.0,36,47,24,150,150,18.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-07,3.58,,,0.14,1.1,0.0,33,35,28,190,120,8.1,10.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-08,8.95,,,0.04,1.5,1.2,29,32,18,330,350,21.9,29.1,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-09,2.91,,,0.00,0.1,2.0,21,27,15,190,190,8.9,10.1,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-10,4.03,,,0.00,0.0,1.2,21,36,6,200,210,12.1,13.0,1,1,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-11,5.82,,,0.00,0.0,1.2,23,38,10,160,170,12.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-12,7.61,,,0.00,0.0,1.2,32,45,21,340,340,17.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-13,3.36,,,0.00,0.0,0.0,35,48,21,300,310,13.0,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-14,13.20,,,0.00,0.0,0.0,38,47,27,290,290,33.1,40.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-15,6.49,,,0.00,0.0,0.0,31,36,20,300,310,21.0,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-16,5.37,,,0.02,0.3,0.0,24,36,10,160,170,15.0,19.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-17,4.92,,,0.00,0.0,0.0,26,40,15,30,30,14.1,14.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-18,6.93,,,0.00,0.0,0.0,32,57,20,200,320,18.1,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-19,11.41,,,0.00,0.0,0.0,40,44,27,360,350,29.1,34.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-20,12.30,,,0.00,0.0,0.0,36,50,23,350,20,30.0,38.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-21,11.41,,,0.00,0.0,0.0,34,42,19,360,10,31.1,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-22,6.71,,,0.00,0.0,0.0,33,55,18,160,150,14.1,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-23,6.49,,,0.00,0.0,0.0,43,61,26,120,120,14.1,16.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-24,12.53,,,0.00,0.0,0.0,41,56,29,350,340,30.0,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-25,9.62,,,0.05,0.6,0.0,32,39,20,10,20,23.0,25.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-26,4.03,,,0.00,0.1,1.2,27,38,16,360,200,8.9,15.0,1,1,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-27,7.16,,,0.00,0.0,0.0,34,55,20,20,20,17.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-28,6.26,,,0.00,0.0,0.0,38,56,23,120,120,13.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-29,12.75,,,0.00,0.0,0.0,45,59,31,330,330,32.0,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-30,10.74,,,0.00,0.0,0.0,45,68,30,30,60,32.0,38.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-01-31,9.62,,,0.29,3.2,2.0,31,32,23,160,170,18.1,21.0,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-01,10.51,,,0.87,7.4,2.0,25,28,21,20,20,25.9,32.0,1,1,,,,1,,,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-02,16.11,,,0.00,0.4,9.8,21,22,10,360,360,31.1,38.9,1,,,,,,,,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-03,7.38,,,0.00,0.0,9.8,13,24,0,330,350,17.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-04,6.26,,,0.10,1.9,9.1,15,30,2,350,340,14.1,14.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-05,7.61,,,0.03,0.4,9.1,25,35,7,10,360,21.9,25.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-06,7.16,,,0.00,0.0,7.1,24,46,6,350,350,16.1,18.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-07,6.93,,,0.00,0.0,5.9,33,41,20,10,360,21.0,23.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-08,4.03,,,0.00,0.0,5.1,26,38,20,350,240,12.1,12.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-09,6.93,,,0.00,0.0,3.9,31,47,19,20,10,12.1,13.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-10,11.41,,,0.00,0.0,3.1,45,64,28,310,310,21.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-11,6.71,,,0.00,0.0,1.2,44,60,25,40,30,23.9,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-12,5.82,,,0.00,0.0,0.0,42,56,28,110,110,14.1,15.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-13,10.74,,,0.00,0.0,0.0,44,67,27,280,290,36.0,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-14,8.95,,,0.00,0.0,0.0,41,51,27,50,50,28.0,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-15,13.42,,,0.00,0.0,0.0,41,61,26,290,290,30.0,38.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-16,10.74,,,0.00,0.0,0.0,43,51,31,40,40,25.1,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-17,11.41,,,0.00,0.0,0.0,42,63,29,170,200,23.0,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-18,21.03,,,0.00,0.0,0.0,59,73,49,200,210,40.9,53.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-19,9.62,,,0.00,0.0,0.0,53,64,37,260,260,25.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-20,11.41,,,0.00,0.0,0.0,52,62,35,150,160,25.9,38.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-21,9.62,,,0.00,0.0,0.0,39,45,28,160,180,23.0,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-22,8.50,,,0.00,0.0,0.0,35,50,21,360,10,19.9,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-23,14.76,,,0.00,0.0,0.0,33,39,26,350,330,28.0,32.0,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-24,6.93,,,0.00,0.0,0.0,34,55,20,70,70,21.9,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-25,6.49,,,0.00,0.0,0.0,31,42,20,170,170,17.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-26,7.38,,,0.00,0.0,0.0,40,59,22,150,170,18.1,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-27,10.07,,,0.00,0.0,0.0,49,71,30,310,300,36.0,48.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-28,10.96,,,0.00,0.0,0.0,52,60,32,300,290,42.9,57.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-02-29,14.09,,,0.00,0.0,0.0,48,64,31,280,280,35.1,44.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-01,8.95,,,0.00,0.0,0.0,42,51,25,180,350,23.9,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-02,15.21,,,0.00,0.0,0.0,47,62,32,310,310,36.0,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-03,10.74,,,0.00,0.0,0.0,44,56,29,360,360,25.9,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-04,8.50,,,0.00,0.0,0.0,49,66,37,50,240,28.0,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-05,8.72,,,0.00,0.0,0.0,45,60,35,180,180,17.0,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-06,9.62,,,0.00,0.0,0.0,54,67,42,280,270,28.0,40.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-07,13.65,,,0.00,0.0,0.0,50,57,35,210,200,35.1,42.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-08,8.50,,,0.00,0.0,0.0,40,50,30,10,20,19.9,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-09,8.50,,,0.00,0.0,0.0,42,57,26,350,340,21.0,23.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-10,8.28,,,0.00,0.0,0.0,44,60,26,160,190,18.1,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-11,8.72,,,0.00,0.0,0.0,50,68,31,150,140,21.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-12,11.18,,,0.00,0.0,0.0,49,64,32,320,320,32.0,42.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-13,8.05,,,0.00,0.0,0.0,55,66,45,300,310,23.0,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-14,12.08,,,0.00,0.0,0.0,52,66,32,270,280,36.0,42.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-15,16.11,,,0.00,0.0,0.0,44,49,31,290,290,38.9,52.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-16,7.61,,,0.00,0.0,0.0,38,53,24,320,220,25.9,35.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-17,9.84,,,0.00,0.0,0.0,38,53,23,30,30,28.0,31.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-18,9.17,,,0.17,2.3,1.2,28,31,21,40,40,23.9,28.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-19,6.04,,,0.00,0.0,0.0,24,33,16,40,30,15.0,19.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-20,6.04,,,0.00,0.0,0.0,31,51,15,170,160,15.0,19.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-21,9.17,,,0.00,0.0,0.0,48,74,29,270,280,23.9,30.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-22,13.65,,,0.00,0.0,0.0,58,71,40,240,240,40.9,49.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-23,24.16,,,0.12,0.9,0.0,39,48,24,340,350,51.0,67.1,,,,,,,,,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-24,6.49,,,0.00,0.0,0.0,33,51,18,170,170,18.1,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-25,9.62,,,0.35,5.0,0.0,39,53,25,60,70,25.1,33.1,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-26,9.17,,,0.09,2.2,5.1,29,30,16,360,360,25.1,30.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-27,6.93,,,0.00,0.0,3.1,28,49,16,160,160,18.1,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-28,9.84,,,0.00,0.0,0.0,45,65,29,180,180,25.1,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-29,13.87,,,0.00,0.0,0.0,54,69,39,240,240,31.1,36.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-30,10.74,,,0.00,0.1,0.0,42,49,29,350,350,33.1,40.0,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-03-31,9.84,,,0.00,0.0,0.0,32,44,22,30,30,28.0,33.1,,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-01,10.29,,,0.00,0.0,0.0,34,50,20,20,360,23.9,31.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-02,7.83,,,0.00,0.0,0.0,44,61,27,140,170,19.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-03,8.95,,,0.00,0.0,0.0,53,70,35,60,40,21.0,25.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-04,7.83,,,0.00,0.0,0.0,55,71,37,140,120,21.9,28.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-05,16.11,,,0.00,0.0,0.0,58,71,35,300,310,45.0,57.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-06,10.29,,,0.00,0.0,0.0,49,73,27,310,300,29.1,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-07,10.96,,,0.00,0.0,0.0,57,65,38,10,320,23.9,29.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-08,8.05,,,0.00,0.0,0.0,50,64,32,360,10,21.0,25.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-09,8.28,,,0.01,0.0,0.0,53,70,35,10,300,23.9,29.1,,,1,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-10,10.96,,,0.35,0.0,0.0,57,66,38,300,300,25.1,31.1,1,,1,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-11,8.05,,,0.15,0.1,0.0,40,45,33,150,160,17.0,19.0,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-12,7.61,,,0.07,0.0,0.0,46,66,37,260,260,29.1,33.1,1,,1,,1,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-13,5.82,,,0.00,0.0,0.0,54,68,41,250,240,19.9,21.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-14,12.08,,,0.00,0.0,0.0,58,75,41,190,170,28.0,36.9,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-15,17.00,,,0.02,0.0,0.0,54,60,36,350,340,33.1,40.9,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-16,23.04,,,0.21,2.6,1.2,35,36,31,340,350,36.9,48.1,1,1,,1,,,,,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-17,19.46,,,0.00,0.0,1.2,34,43,30,360,350,31.1,38.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-18,3.80,,,0.11,0.2,0.0,34,38,30,360,340,15.0,18.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-19,3.80,,,0.24,2.2,2.0,36,49,30,360,340,14.1,17.0,1,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-20,6.93,,,0.00,0.0,0.0,43,59,30,10,10,29.1,34.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-21,6.49,,,0.00,0.0,0.0,50,67,37,60,60,17.0,21.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-22,9.40,,,0.00,0.0,0.0,55,75,37,140,140,23.9,32.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-23,16.11,,,0.00,0.0,0.0,60,78,44,220,230,36.9,45.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-24,10.74,,,0.00,0.0,0.0,57,70,41,300,310,23.9,35.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-25,15.21,,,0.00,0.0,0.0,54,69,41,110,100,33.1,47.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-26,14.54,,,0.00,0.0,0.0,51,57,36,250,230,30.0,36.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-27,7.83,,,0.00,0.0,0.0,41,53,28,10,10,23.0,27.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-28,7.83,,,0.30,1.4,0.0,38,40,32,170,170,16.1,18.1,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-29,5.82,,,0.82,6.6,1.2,34,35,31,30,40,17.0,21.0,1,1,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-04-30,17.67,,,0.00,0.0,3.9,34,37,30,340,340,31.1,40.0,1,,,,,,,1,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-05-01,13.87,,,0.01,0.0,1.2,34,39,32,330,330,25.1,32.0,1,,,,,,,1,1,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-05-02,5.37,,,0.00,0.0,0.0,40,60,26,140,130,15.0,17.0,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-05-03,13.42,,,0.00,0.0,0.0,51,65,37,340,360,28.0,35.1,,,,,,,,,,,,,,,,,,
USW00093037,"COLORADO SPRINGS MUNICIPAL AIRPORT, CO US",38.80949,-104.68873,1884.2,2016-05-04,6.49,,,0.00,0.0,0.0,56,73,39,140,190,17.0,21.0,,,,,,,,,,,,,,,,,,
